Question,Answer,Answer choices,Start timestamp,End timestamp,Known start timestamp,Known end timestamp,Question type
What sports team is Andrew Benintendi a member of?,New York Yankees,,2022-07-28T00:00:00Z,2024-04-30T10:30:37Z,2022-08-01T00:00:00Z,,member of sports team
Is Andrew Benintendi a member of New York Yankees?,yes,,2022-07-28T00:00:00Z,2024-04-30T10:30:37Z,2022-08-01T00:00:00Z,,member of sports team
Is Andrew Benintendi a member of New York Yankees?,no,,,2022-07-28T00:00:00Z,,2022-08-01T00:00:00Z,member of sports team
What sports team is Orlando Brown Jr. a member of?,Kansas City Chiefs,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-05-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Orlando Brown Jr. a member of Kansas City Chiefs?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-05-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Orlando Brown Jr. a member of Kansas City Chiefs?,no,,2022-01-01T00:00:00Z,,2023-09-01 00:00:00,,member of sports team
What sports team is Orlando Brown Jr. a member of?,Cincinnati Bengals,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is Orlando Brown Jr. a member of Cincinnati Bengals?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is Orlando Brown Jr. a member of Cincinnati Bengals?,no,,,2023-01-01T00:00:00Z,,2023-09-01T00:00:00Z,member of sports team
What sports team is Tao Geoghegan Hart a member of?,Lidl-Trek,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Tao Geoghegan Hart a member of Lidl-Trek?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Tao Geoghegan Hart a member of Lidl-Trek?,no,,,2024-01-01T00:00:00Z,,2024-03-01T00:00:00Z,member of sports team
What sports team is Michal Menet a member of?,Seattle Sea Dragons,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-03-01T00:00:00Z,,member of sports team
Is Michal Menet a member of Seattle Sea Dragons?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-03-01T00:00:00Z,,member of sports team
Is Michal Menet a member of Seattle Sea Dragons?,no,,,2023-01-01T00:00:00Z,,2023-03-01T00:00:00Z,member of sports team
What sports team is Abbey Forbes a member of?,UCLA Bruins women's tennis,,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-06-01T00:00:00Z,2023-04-01T00:00:00Z,member of sports team
Is Abbey Forbes a member of UCLA Bruins women's tennis?,yes,,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-06-01T00:00:00Z,2023-04-01T00:00:00Z,member of sports team
Is Abbey Forbes a member of UCLA Bruins women's tennis?,no,,2022-01-01T00:00:00Z,,2023-04-01 00:00:00,,member of sports team
What sports team is Jobe Bellingham a member of?,Sunderland A.F.C.,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-07-01T00:00:00Z,,member of sports team
Is Jobe Bellingham a member of Sunderland A.F.C.?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-07-01T00:00:00Z,,member of sports team
Is Jobe Bellingham a member of Sunderland A.F.C.?,no,,,2023-01-01T00:00:00Z,,2023-07-01T00:00:00Z,member of sports team
What sports team is Cory Greenberg a member of?,Team Dauner-Akkon,,2021-04-30T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Cory Greenberg a member of Team Dauner-Akkon?,yes,,2021-04-30T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Cory Greenberg a member of Team Dauner-Akkon?,no,,2022-01-01T00:00:00Z,,2023-08-01 00:00:00,,member of sports team
What sports team is Davion Warren a member of?,Texas Tech Red Raiders basketball,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-11-01T00:00:00Z,2022-11-01T00:00:00Z,member of sports team
Is Davion Warren a member of Texas Tech Red Raiders basketball?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-11-01T00:00:00Z,2022-11-01T00:00:00Z,member of sports team
Is Davion Warren a member of Texas Tech Red Raiders basketball?,no,,2022-01-01T00:00:00Z,,2022-11-01 00:00:00,,member of sports team
What sports team is Aidan O'Connell a member of?,Purdue Boilermakers football,,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2024-04-01T00:00:00Z,member of sports team
Is Aidan O'Connell a member of Purdue Boilermakers football?,yes,,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2024-04-01T00:00:00Z,member of sports team
Is Aidan O'Connell a member of Purdue Boilermakers football?,no,,2022-01-01T00:00:00Z,,2024-04-01 00:00:00,,member of sports team
What sports team is Anna Stevenson a member of?,Cuneo Granda Volley,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-11-01T00:00:00Z,,member of sports team
Is Anna Stevenson a member of Cuneo Granda Volley?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-11-01T00:00:00Z,,member of sports team
What sports team is Max Scherzer a member of?,New York Mets,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-02-01T00:00:00Z,2023-11-01T00:00:00Z,member of sports team
Is Max Scherzer a member of New York Mets?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-02-01T00:00:00Z,2023-11-01T00:00:00Z,member of sports team
Is Max Scherzer a member of New York Mets?,no,,2023-01-01T00:00:00Z,,2023-11-01 00:00:00,,member of sports team
What sports team is Riley Battin a member of?,Utah Utes men's basketball,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-04-01T00:00:00Z,2023-01-07T00:00:00Z,member of sports team
Is Riley Battin a member of Utah Utes men's basketball?,yes,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-04-01T00:00:00Z,2023-01-07T00:00:00Z,member of sports team
Is Riley Battin a member of Utah Utes men's basketball?,no,,2022-01-01T00:00:00Z,,2023-01-07 00:00:00,,member of sports team
What sports team is Quincy Miller a member of?,Converge FiberXers,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-10-01T00:00:00Z,2023-04-01T00:00:00Z,member of sports team
Is Quincy Miller a member of Converge FiberXers?,yes,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-10-01T00:00:00Z,2023-04-01T00:00:00Z,member of sports team
Is Quincy Miller a member of Converge FiberXers?,no,,2022-01-01T00:00:00Z,,2023-04-01 00:00:00,,member of sports team
What sports team is Quincy Miller a member of?,Seahorses Mikawa,,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-04-01T00:00:00Z,,member of sports team
Is Quincy Miller a member of Seahorses Mikawa?,yes,,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-04-01T00:00:00Z,,member of sports team
Is Quincy Miller a member of Seahorses Mikawa?,no,,,2023-01-01T00:00:00Z,,2023-04-01T00:00:00Z,member of sports team
What sports team is James Chester a member of?,Stoke City F.C.,,2020-08-01T00:00:00Z,2022-06-01T00:00:00Z,2020-09-01T00:00:00Z,2022-09-01T00:00:00Z,member of sports team
Is James Chester a member of Stoke City F.C.?,yes,,2020-08-01T00:00:00Z,2022-06-01T00:00:00Z,2020-09-01T00:00:00Z,2022-09-01T00:00:00Z,member of sports team
Is James Chester a member of Stoke City F.C.?,no,,2022-06-01T00:00:00Z,,2022-09-01 00:00:00,,member of sports team
What sports team is James Chester a member of?,Barrow A.F.C.,,2023-09-01T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is James Chester a member of Barrow A.F.C.?,yes,,2023-09-01T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is James Chester a member of Barrow A.F.C.?,no,,,2023-09-01T00:00:00Z,,2023-09-01T00:00:00Z,member of sports team
What sports team is Liam Gill a member of?,Urayasu D-Rocks,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-09-01T00:00:00Z,,member of sports team
Is Liam Gill a member of Urayasu D-Rocks?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-09-01T00:00:00Z,,member of sports team
Is Liam Gill a member of Urayasu D-Rocks?,no,,,2022-01-01T00:00:00Z,,2022-09-01T00:00:00Z,member of sports team
What sports team is Nick Muszynski a member of?,Astoria Bydgoszcz,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-09-01T00:00:00Z,,member of sports team
Is Nick Muszynski a member of Astoria Bydgoszcz?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-09-01T00:00:00Z,,member of sports team
Is Nick Muszynski a member of Astoria Bydgoszcz?,no,,,2022-01-01T00:00:00Z,,2022-09-01T00:00:00Z,member of sports team
What sports team is Oliver Knight a member of?,Cofidis,,2023-08-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Oliver Knight a member of Cofidis?,yes,,2023-08-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Oliver Knight a member of Cofidis?,no,,,2023-08-01T00:00:00Z,,2024-01-01T00:00:00Z,member of sports team
What sports team is Christian Pulisic a member of?,AC Milan,,2023-07-12T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Christian Pulisic a member of AC Milan?,yes,,2023-07-12T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Christian Pulisic a member of AC Milan?,no,,,2023-07-12T00:00:00Z,,2023-08-01T00:00:00Z,member of sports team
What sports team is Andrew Ferguson a member of?,Toyoda Gosei Scorpions,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-01-29T00:00:00Z,,member of sports team
Is Andrew Ferguson a member of Toyoda Gosei Scorpions?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-01-29T00:00:00Z,,member of sports team
Is Andrew Ferguson a member of Toyoda Gosei Scorpions?,no,,,2023-01-01T00:00:00Z,,2023-01-29T00:00:00Z,member of sports team
What sports team is Erin McLeod a member of?,Stjarnan,,2023-02-01T00:00:00Z,2024-04-30T10:30:37Z,2023-02-01T00:00:00Z,,member of sports team
Is Erin McLeod a member of Stjarnan?,yes,,2023-02-01T00:00:00Z,2024-04-30T10:30:37Z,2023-02-01T00:00:00Z,,member of sports team
Is Erin McLeod a member of Stjarnan?,no,,,2023-02-01T00:00:00Z,,2023-02-01T00:00:00Z,member of sports team
What sports team is Evan Boyle a member of?,Aevolo,,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-04-14T00:00:00Z,2024-01-01T00:00:00Z,member of sports team
Is Evan Boyle a member of Aevolo?,yes,,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-04-14T00:00:00Z,2024-01-01T00:00:00Z,member of sports team
Is Evan Boyle a member of Aevolo?,no,,2023-01-01T00:00:00Z,,2024-01-01 00:00:00,,member of sports team
What sports team is autimatic a member of?,Evil Geniuses,,2022-01-19T00:00:00Z,2024-04-30T10:30:37Z,2022-02-01T00:00:00Z,,member of sports team
Is autimatic a member of Evil Geniuses?,yes,,2022-01-19T00:00:00Z,2024-04-30T10:30:37Z,2022-02-01T00:00:00Z,,member of sports team
Is autimatic a member of Evil Geniuses?,no,,,2022-01-19T00:00:00Z,,2022-02-01T00:00:00Z,member of sports team
What sports team is AJ Bramah a member of?,Nevada Wolf Pack men's basketball,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-06-01T00:00:00Z,2022-04-20T00:00:00Z,member of sports team
Is AJ Bramah a member of Nevada Wolf Pack men's basketball?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-06-01T00:00:00Z,2022-04-20T00:00:00Z,member of sports team
Is AJ Bramah a member of Nevada Wolf Pack men's basketball?,no,,2022-01-01T00:00:00Z,,2022-04-20 00:00:00,,member of sports team
What sports team is Stewie2K a member of?,Team Liquid,,2018-12-21T00:00:00Z,2022-01-18T00:00:00Z,2021-09-01T00:00:00Z,2022-07-01T00:00:00Z,member of sports team
Is Stewie2K a member of Team Liquid?,yes,,2018-12-21T00:00:00Z,2022-01-18T00:00:00Z,2021-09-01T00:00:00Z,2022-07-01T00:00:00Z,member of sports team
Is Stewie2K a member of Team Liquid?,no,,2022-01-18T00:00:00Z,,2022-07-01 00:00:00,,member of sports team
What sports team is Justine Wong-Orantes a member of?,1. VC Wiesbaden,,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-11-01T00:00:00Z,2024-02-01T00:00:00Z,member of sports team
Is Justine Wong-Orantes a member of 1. VC Wiesbaden?,yes,,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-11-01T00:00:00Z,2024-02-01T00:00:00Z,member of sports team
Is Justine Wong-Orantes a member of 1. VC Wiesbaden?,no,,2022-01-01T00:00:00Z,,2024-02-01 00:00:00,,member of sports team
What sports team is Scott Burgess a member of?,Kidderminster Harriers F.C.,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-10-01T00:00:00Z,,member of sports team
Is Scott Burgess a member of Kidderminster Harriers F.C.?,yes,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-10-01T00:00:00Z,,member of sports team
Is Scott Burgess a member of Kidderminster Harriers F.C.?,no,,,2022-01-01T00:00:00Z,,2022-10-01T00:00:00Z,member of sports team
What sports team is Yoeli Childs a member of?,Hamburg Towers,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-09-01T00:00:00Z,2023-10-01T00:00:00Z,member of sports team
Is Yoeli Childs a member of Hamburg Towers?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-09-01T00:00:00Z,2023-10-01T00:00:00Z,member of sports team
Is Yoeli Childs a member of Hamburg Towers?,no,,2023-01-01T00:00:00Z,,2023-10-01 00:00:00,,member of sports team
What sports team is Joel King a member of?,Sydney FC,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-08-01T00:00:00Z,2022-03-01T00:00:00Z,member of sports team
Is Joel King a member of Sydney FC?,yes,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-08-01T00:00:00Z,2022-03-01T00:00:00Z,member of sports team
Is Joel King a member of Sydney FC?,no,,2022-01-01T00:00:00Z,,2022-03-01 00:00:00,,member of sports team
What sports team is Remy Siemsen a member of?,AIK Fotboll Dam,,2022-03-01T00:00:00Z,2022-11-01T00:00:00Z,2022-10-01T00:00:00Z,2022-12-01T00:00:00Z,member of sports team
Is Remy Siemsen a member of AIK Fotboll Dam?,yes,,2022-03-01T00:00:00Z,2022-11-01T00:00:00Z,2022-10-01T00:00:00Z,2022-12-01T00:00:00Z,member of sports team
Is Remy Siemsen a member of AIK Fotboll Dam?,no,,2022-11-01T00:00:00Z,,2022-12-01 00:00:00,,member of sports team
What sports team is Ben Davies a member of?,Rangers F.C.,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-08-01T00:00:00Z,,member of sports team
Is Ben Davies a member of Rangers F.C.?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2022-08-01T00:00:00Z,,member of sports team
Is Ben Davies a member of Rangers F.C.?,no,,,2022-01-01T00:00:00Z,,2022-08-01T00:00:00Z,member of sports team
What sports team is Havana Solaun a member of?,Houston Dash,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Havana Solaun a member of Houston Dash?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Havana Solaun a member of Houston Dash?,no,,,2023-01-01T00:00:00Z,,2023-08-01T00:00:00Z,member of sports team
What sports team is Finlay Pickering a member of?,Bahrain Victorious,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-02-01T00:00:00Z,,member of sports team
Is Finlay Pickering a member of Bahrain Victorious?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-02-01T00:00:00Z,,member of sports team
Is Finlay Pickering a member of Bahrain Victorious?,no,,,2024-01-01T00:00:00Z,,2024-02-01T00:00:00Z,member of sports team
What sports team is Daniel Giddens a member of?,Union Neuchâtel,,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,2020-11-01T00:00:00Z,2023-01-01T00:00:00Z,member of sports team
Is Daniel Giddens a member of Union Neuchâtel?,yes,,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,2020-11-01T00:00:00Z,2023-01-01T00:00:00Z,member of sports team
Is Daniel Giddens a member of Union Neuchâtel?,no,,2022-01-01T00:00:00Z,,2023-01-01 00:00:00,,member of sports team
What sports team is Jacob Grandison a member of?,Illinois Fighting Illini men's basketball,,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,2019-10-15T00:00:00Z,2022-07-01T00:00:00Z,member of sports team
Is Jacob Grandison a member of Illinois Fighting Illini men's basketball?,yes,,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,2019-10-15T00:00:00Z,2022-07-01T00:00:00Z,member of sports team
Is Jacob Grandison a member of Illinois Fighting Illini men's basketball?,no,,2022-01-01T00:00:00Z,,2022-07-01 00:00:00,,member of sports team
What sports team is Veronica Ewers a member of?,EF Education-Tibco-SVB,,2021-08-24T00:00:00Z,2023-01-01T00:00:00Z,2022-04-01T00:00:00Z,2024-02-01T00:00:00Z,member of sports team
Is Veronica Ewers a member of EF Education-Tibco-SVB?,yes,,2021-08-24T00:00:00Z,2023-01-01T00:00:00Z,2022-04-01T00:00:00Z,2024-02-01T00:00:00Z,member of sports team
Is Veronica Ewers a member of EF Education-Tibco-SVB?,no,,2023-01-01T00:00:00Z,,2024-02-01 00:00:00,,member of sports team
What sports team is Rocco Ríos Novo a member of?,Phoenix Rising FC,,2023-01-01T00:00:00Z,2023-11-01T00:00:00Z,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Rocco Ríos Novo a member of Phoenix Rising FC?,yes,,2023-01-01T00:00:00Z,2023-11-01T00:00:00Z,2023-04-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Rocco Ríos Novo a member of Phoenix Rising FC?,no,,,2023-01-01T00:00:00Z,,2023-04-01T00:00:00Z,member of sports team
What sports team is Sam Welsford a member of?,Team DSM,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-05-01T00:00:00Z,2024-01-16T00:00:00Z,member of sports team
Is Sam Welsford a member of Team DSM?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-05-01T00:00:00Z,2024-01-16T00:00:00Z,member of sports team
Is Sam Welsford a member of Team DSM?,no,,2023-01-01T00:00:00Z,,2024-01-16 00:00:00,,member of sports team
What sports team is Angelina Anderson a member of?,Angel City FC,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Angelina Anderson a member of Angel City FC?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Angelina Anderson a member of Angel City FC?,no,,,2023-01-01T00:00:00Z,,2023-08-01T00:00:00Z,member of sports team
What sports team is Gareth Bale a member of?,Real Madrid CF,,2013-01-01T00:00:00Z,2022-06-01T00:00:00Z,2013-09-15T00:00:00Z,2022-11-01T00:00:00Z,member of sports team
Is Gareth Bale a member of Real Madrid CF?,yes,,2013-01-01T00:00:00Z,2022-06-01T00:00:00Z,2013-09-15T00:00:00Z,2022-11-01T00:00:00Z,member of sports team
Is Gareth Bale a member of Real Madrid CF?,no,,2022-06-01T00:00:00Z,,2022-11-01 00:00:00,,member of sports team
What sports team is Gavin Ware a member of?,Rizing Fukuoka,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-11-01T00:00:00Z,,member of sports team
Is Gavin Ware a member of Rizing Fukuoka?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-11-01T00:00:00Z,,member of sports team
Is Gavin Ware a member of Rizing Fukuoka?,no,,,2023-01-01T00:00:00Z,,2023-11-01T00:00:00Z,member of sports team
What sports team is Phil Jagielka a member of?,Derby County F.C.,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,member of sports team
Is Phil Jagielka a member of Derby County F.C.?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,member of sports team
Is Phil Jagielka a member of Derby County F.C.?,no,,2022-01-01T00:00:00Z,,2023-01-01 00:00:00,,member of sports team
What sports team is Ashley Young a member of?,Everton F.C.,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Ashley Young a member of Everton F.C.?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-08-01T00:00:00Z,,member of sports team
Is Ashley Young a member of Everton F.C.?,no,,,2023-01-01T00:00:00Z,,2023-08-01T00:00:00Z,member of sports team
What sports team is Ethan Ampadu a member of?,Venezia F.C.,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-08-31T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Ethan Ampadu a member of Venezia F.C.?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-08-31T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Ethan Ampadu a member of Venezia F.C.?,no,,2022-01-01T00:00:00Z,,2023-08-01 00:00:00,,member of sports team
What sports team is Hailey Van Lith a member of?,LSU Tigers women's basketball,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-05-01T00:00:00Z,,member of sports team
Is Hailey Van Lith a member of LSU Tigers women's basketball?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-05-01T00:00:00Z,,member of sports team
Is Hailey Van Lith a member of LSU Tigers women's basketball?,no,,,2023-01-01T00:00:00Z,,2023-05-01T00:00:00Z,member of sports team
What sports team is Caleb Williams a member of?,USC Trojans football,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Caleb Williams a member of USC Trojans football?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-03-01T00:00:00Z,,member of sports team
Is Caleb Williams a member of USC Trojans football?,no,,,2022-01-01T00:00:00Z,,2024-03-01T00:00:00Z,member of sports team
What sports team is Tyler Eppler a member of?,Fubon Guardians,,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,,member of sports team
Is Tyler Eppler a member of Fubon Guardians?,yes,,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,,member of sports team
Is Tyler Eppler a member of Fubon Guardians?,no,,,2023-01-01T00:00:00Z,,2023-01-01T00:00:00Z,member of sports team
What sports team is Ethan Vernon a member of?,Soudal–Quick-Step,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Ethan Vernon a member of Soudal–Quick-Step?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-02-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is Ethan Vernon a member of Soudal–Quick-Step?,no,,2023-01-01T00:00:00Z,,2024-03-01 00:00:00,,member of sports team
What sports team is Christian Pulisic a member of?,Chelsea F.C.,,2019-01-02T00:00:00Z,2023-07-11T00:00:00Z,2019-09-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Christian Pulisic a member of Chelsea F.C.?,yes,,2019-01-02T00:00:00Z,2023-07-11T00:00:00Z,2019-09-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Christian Pulisic a member of Chelsea F.C.?,no,,2023-07-11T00:00:00Z,,2023-08-01 00:00:00,,member of sports team
What sports team is Amir Richardson a member of?,Morocco national football team,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is Amir Richardson a member of Morocco national football team?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is Amir Richardson a member of Morocco national football team?,no,,,2023-01-01T00:00:00Z,,2023-09-01T00:00:00Z,member of sports team
What sports team is Jonjo Shelvey a member of?,Çaykur Rizespor,,2023-09-14T00:00:00Z,2024-04-30T10:30:37Z,2023-12-01T00:00:00Z,,member of sports team
Is Jonjo Shelvey a member of Çaykur Rizespor?,yes,,2023-09-14T00:00:00Z,2024-04-30T10:30:37Z,2023-12-01T00:00:00Z,,member of sports team
Is Jonjo Shelvey a member of Çaykur Rizespor?,no,,,2023-09-14T00:00:00Z,,2023-12-01T00:00:00Z,member of sports team
What sports team is Cameron Archer a member of?,Preston North End F.C.,,2022-01-01T00:00:00Z,2022-05-01T00:00:00Z,2022-02-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Cameron Archer a member of Preston North End F.C.?,yes,,2022-01-01T00:00:00Z,2022-05-01T00:00:00Z,2022-02-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Cameron Archer a member of Preston North End F.C.?,no,,2022-05-01T00:00:00Z,,2023-09-01 00:00:00,,member of sports team
What sports team is Sophie Jaques a member of?,Ohio State Buckeyes women's ice hockey,,2018-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-04-01T00:00:00Z,2023-11-01T00:00:00Z,member of sports team
Is Sophie Jaques a member of Ohio State Buckeyes women's ice hockey?,yes,,2018-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-04-01T00:00:00Z,2023-11-01T00:00:00Z,member of sports team
Is Sophie Jaques a member of Ohio State Buckeyes women's ice hockey?,no,,2023-01-01T00:00:00Z,,2023-11-01 00:00:00,,member of sports team
What sports team is Carney Chukwuemeka a member of?,Aston Villa F.C.,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-12-01T00:00:00Z,2022-08-01T00:00:00Z,member of sports team
Is Carney Chukwuemeka a member of Aston Villa F.C.?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-12-01T00:00:00Z,2022-08-01T00:00:00Z,member of sports team
Is Carney Chukwuemeka a member of Aston Villa F.C.?,no,,2022-01-01T00:00:00Z,,2022-08-01 00:00:00,,member of sports team
What sports team is Max Walker a member of?,Astana Qazaqstan Development Team,,2024-02-07T00:00:00Z,2024-04-30T10:30:37Z,2024-02-01T00:00:00Z,,member of sports team
Is Max Walker a member of Astana Qazaqstan Development Team?,yes,,2024-02-07T00:00:00Z,2024-04-30T10:30:37Z,2024-02-01T00:00:00Z,,member of sports team
Is Max Walker a member of Astana Qazaqstan Development Team?,no,,,2024-02-07T00:00:00Z,,2024-02-01T00:00:00Z,member of sports team
What sports team is Matt Vierling a member of?,Philadelphia Phillies,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2023-10-01T00:00:00Z,member of sports team
Is Matt Vierling a member of Philadelphia Phillies?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-07-01T00:00:00Z,2023-10-01T00:00:00Z,member of sports team
Is Matt Vierling a member of Philadelphia Phillies?,no,,2022-01-01T00:00:00Z,,2023-10-01 00:00:00,,member of sports team
What sports team is Matt Vierling a member of?,Detroit Tigers,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-10-01T00:00:00Z,,member of sports team
