subjectLabel,propertyLabel,objectLabel,startDate,endDate,selected_link,source_date,span,annotator,notes
Emilia Sykes,position held,Ohio state representative,2015-01-06T00:00:00Z,2022-12-31T00:00:00Z,https://www.wnycstudios.org/podcasts/takeaway/segments/ohios-13th-congressional-district,11/2022,"The race for Ohio’s 13th Congressional district is between Ohio State representative Emilia Sykes and Trump-backed attorney Madison Gesiotto Gilbert, who disagree on everything from the economy to abortion to who won the 2020 election...",65ef1b4257164ebb8e1db886,
Anthony Chisholm,position held,Assistant Minister for Education,2022-05-23T00:00:00Z,,https://www.themandarin.com.au/221091-gorman-to-be-assistant-minister-for-the-public-service-in-ministry-changes/,06/2023,Chisholm’s appointment as assistant minister for education will remain the same,62b626b7cc2365d4e7f5c5aa,
Gita Gopinath,position held,deputy managing director International Monetary Fund,2022-01-01T00:00:00Z,,https://www.reuters.com/business/imf-warns-russia-sanctions-threaten-chip-away-dollar-dominance-ft-2022-03-31/,04/2022,"Financial sanctions imposed on Russia threaten to gradually dilute the dominance of the U.S. dollar and could result in a more fragmented international monetary system, Gita Gopinath, IMF's First Deputy Managing Director, told The Financial Times",570349aad4cf7f000f9473e8,
Kandie Smith,position held,Member of the North Carolina House of Representatives,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://ncnewsline.com/2021/06/03/national-reckoning-on-race-runs-into-resistance-from-nc-conservatives/,06/2021,"Rep. Kandie Smith, a Pitt County Democrat, compared the bill’s introduction to a “book burning.”",570349aad4cf7f000f9473e8,
Summer Lee,position held,United States representative,2023-01-03T00:00:00Z,,https://www.blackpast.org/african-american-history/summer-lee-1987/,02/2023,"Lee initially announced her candidacy for Pennsylvania’s 18th congressional district in October 2021. When new congressional districts were drawn up in February 2022, Lee announced she would run for the 12th district, an area covering most of the old 18th district, that now included parts of the Mon Valley and Westmoreland County.

During the campaign, the American Israel Public Affairs Committee (AIPAC) poured nearly two million dollars in advertising and mailings against Lee, a move considered shameful by many Republican and Democratic observers. Despite their efforts, Lee won the primary election against Steve Irwin by a margin of just .08%, and won the general election against Mike Doyle with 56.2% of the votes, making her the first African American woman elected to Congress from Pennsylvania. Lee simultaneously ran for re-election to the PA House of Representatives, and was re-elected to a third term, but was required to resign the seat to assume her new role in the U.S. House. A special election will be held to fill her position. She currently lives in Swissvale, Pennsylvania.",65a02484fcd1e50633ac2cf4,
Bev Craig,position held,member of the Greater Manchester Combined Authority,2021-12-01T00:00:00Z,,https://www.investinmanchester.com/resources/latest-news/post/manchester-welcomes-leading-global-investment-manager-vanguard/,12/2023,The business’ alignment to the city-region's development strategy is also a key factor in the development of the branch. Vanguard will work closely with the Greater Manchester Combined Authority (GMCA) to explore opportunities and identify areas for collaboration in the future.,65a02484fcd1e50633ac2cf4,
Bev Craig,position held,leader of Manchester City Council,2021-12-01T00:00:00Z,,https://themeteor.org/2022/02/21/bev-craig-real-living-wage-manchester/,03/2022,"Manchester city council’s new leader, Bev Craig, announced her ambition for Manchester to become a “Real Living Wage city”, as part of her vision that “social value” be “an approach that we all take” to spending.",65a02484fcd1e50633ac2cf4,
Michelle O'Neill,position held,deputy First Minister,2020-01-11T00:00:00Z,2022-02-04T00:00:00Z,https://www.bbc.com/news/uk-northern-ireland-51077397,01/2020,"DUP leader Arlene Foster was appointed as Northern Ireland's first
minister, while Sinn Féin's Michelle O'Neill is deputy first minister
on Saturday.

The two parties supported a deal to restore Stormont's political
institutions.

Stormont's power-sharing coalition, led by the DUP and Sinn Féin,
collapsed in January 2017.

The first minister comes from the largest party in the assembly and
deputy first minister is from the second-largest party.

The positions are known as a ""diarchy"" which means they are equal and
govern together.

The deputy first minister is not subordinate to the first minister,
despite the title.

'DIFFERENCES'

Addressing the assembly, Mrs Foster said the politicians have ""many
differences"".

""Michelle's narrative of the past 40 years could not be more different
to mine,"" she said.

""I'm not sure we will ever agree on much about the past, but we can
agree there was too much suffering, and that we cannot allow society
to drift backwards and allow division to grow.""

She added that it was ""time for Stormont to move forward"".

Michelle O'Neill said it was her ""sincere wish that 2020 brings real
change"".",65e68b92faf2e3d5fb8f0199,
Michelle O'Neill,position held,First Minister of Northern Ireland,2024-02-03T00:00:00Z,,https://www.aljazeera.com/news/2024/2/3/sinn-feins-michelle-oneill-appointed-northern-irelands-first-minister,02/2024,"Sinn Fein’s Michelle O’Neill has been formally appointed Northern Ireland’s first minister by the regional parliament, the first time an Irish nationalist is leading the United Kingdom territory’s devolved government.

O’Neill’s appointment, confirmed by the speaker, on Saturday came after the rival Democratic Unionist Party (DUP), the biggest pro-UK party, ended a two-year boycott of the region’s power-sharing government after striking a deal with the UK government to ease trade frictions.

“This is an historic day and it does represent a new dawn,” she told fellow legislators after her selection.

This is a day of historic change. I am determined to deliver for everyone as a First Minister for all. pic.twitter.com/VmqCYbROuT — Michelle O’Neill (@moneillsf) February 3, 2024",65e68b92faf2e3d5fb8f0199,
Damian Hinds,position held,Minister of State for Prisons and Probation,2022-10-27T00:00:00Z,2023-11-13T00:00:00Z,https://www.gov.uk/government/news/new-prison-to-be-built-on-former-rainsbrook-site,08/2023,Prisons Minister Damian Hinds has announced today.,5eb070eb793af1113c01e244,
Damian Hinds,position held,Minister of State for School Standards,2023-11-13T00:00:00Z,,https://schoolsweek.co.uk/damian-hinds-returns-to-dfe-as-minister-of-state/,11/2023,Damian Hinds returns to DfE as schools minister,5eb070eb793af1113c01e244,
Jo Churchill,position held,Minister of State for Employment,2023-11-13T00:00:00Z,,https://www.pionline.com/pension-funds/uk-names-paul-maynard-new-pensions-minister,11/2023,Jo Churchill was appointed minister of state for the DWP.,5eb070eb793af1113c01e244,
Sarah Springman,position held,principal St Hilda's College,2022-02-01T00:00:00Z,,https://www.timeshighereducation.com/depth/how-should-university-leader-know-when-quit,04/2023,"DAME SARAH SPRINGMAN IS PRINCIPAL OF ST HILDA’S COLLEGE, UNIVERSITY
OF OXFORD.",5eb070eb793af1113c01e244,
Brandon Lewis,position held,Secretary of State for Northern Ireland,2020-02-13T00:00:00Z,2022-07-07T00:00:00Z,https://www.belfastlive.co.uk/news/belfast-news/brandon-lewis-named-new-northern-17742105,02/2020,"The new Northern Ireland Secretary of State has been named as Brandon
Lewis.",65d687224b44a4dcf4d06863,
Chris Philp,position held,Minister for the Cabinet Office,2022-10-14T00:00:00Z,2022-10-25T00:00:00Z,https://www.bbc.co.uk/news/uk-politics-63257058,11/2022,"The prime minister has also asked Chris Philp to move to the Cabinet
Office, with Edward Argar replacing him as chief secretary to the
Treasury.",65d687224b44a4dcf4d06863,
Karine Jean-Pierre,position held,White House Press Secretary,2022-05-13T00:00:00Z,,https://www.washingtonian.com/2022/05/16/seven-things-to-know-about-karine-jean-pierre-the-new-white-house-press-secretary/,05/2022,"As the new White House Press Secretary, Karine Jean-Pierre is now the go-to voice of the Biden administration.",65d687224b44a4dcf4d06863,
Thérèse Coffey,position held,Deputy Prime Minister of the United Kingdom,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,https://en.mercopress.com/2022/09/07/truss-announces-new-cabinet-to-face-the-storm,09/2022,Truss chose MP Thérèse Coffey as deputy prime minister.,65d687224b44a4dcf4d06863,
Anthony Chisholm,position held,Assistant Minister for Regional Development and Territories,2022-05-23T00:00:00Z,,https://www.themandarin.com.au/221091-gorman-to-be-assistant-minister-for-the-public-service-in-ministry-changes/,06/2023,"While Anthony Chisholm will remain assistant minister for regional development, his appointment will change from parliamentary secretary to the minister for regional development, local government and territories to the parliamentary secretary to the minister for infrastructure, transport, regional development and local government.",655774248cf726c39b1a2649,
Sarah Dines,position held,Parliamentary Under-Secretary of State for Safeguarding,2022-10-27T00:00:00Z,2023-11-13T00:00:00Z,https://www.thepinknews.com/2023/10/19/hate-crime-conservative-government-sarah-dines-lgbtq/,11/2023,"Sarah Dines, the parliamentary under-secretary of state for safeguarding, said during a Westminster Hall debate on the issue that there is “no place for hate in our society” and any form of hate crime is “unacceptable”.",65d687224b44a4dcf4d06863,
Edward Argar,position held,Chief Secretary to the Treasury,2022-10-14T00:00:00Z,2022-10-25T00:00:00Z,https://www.theguardian.com/politics/2022/oct/14/liz-truss-press-conference-u-turn-corporation-tax-kwasi-kwarteng,11/2022,"In a straight swap with Philp, Edward Argar, formerly a Cabinet Office
minister serving as paymaster general, takes over as chief secretary
to the Treasury.",6579d5a22e0a15c71dd52086,
Jacinta Allan,position held,Premier of Victoria,2023-09-27T00:00:00Z,,https://www.abc.net.au/news/2023-09-27/dan-andrews-resigns-vic-labor-leader-jacinta-allan-ben-carroll/102904170,10/2023,New Victorian premier Jacinta Allan fended off a leadership challenge from her now-deputy Ben Carroll to become the second ever woman in the state's top job.,6579d5a22e0a15c71dd52086,
Humza Yousaf,position held,First Minister of Scotland,2023-03-29T00:00:00Z,,https://www.independent.co.uk/news/uk/humza-yousaf-scotland-nicola-sturgeon-court-of-session-first-minister-b2309803.html,04/2023,Humza Yousaf is to be legally sworn in as Scotland’s sixth First Minister.,660d6c3198623a2c0b18c748,
Josh Green,position held,Governor of Hawaii,2022-12-05T00:00:00Z,,https://governor.hawaii.gov/newsroom/governor-josh-green-m-d-announces-seventeen-appointments/,12/2022,"Governor Josh Green, M.D. today announced a second round of nominees to serve as Director and/or Deputy Director and other appointed positions for state departments.  Posted on Dec 12, 2022",62b2510090c080a481c2c8ef,
Charles III of the United Kingdom,position held,monarch of Australia,2022-09-08T00:00:00Z,,https://www.vox.com/world/2022/9/8/22770758/prince-charles-becomes-king-united-kingdom-queen-elizabeth-dies,09/2022,"As king, Charles is also Britain’s head of state, as well as the head of state for other countries in the “Commonwealth Realm” who still recognize the monarch, including Australia, Canada, and the Bahamas. Updated Sep 8, 2022,",62b2510090c080a481c2c8ef,
Charles III of the United Kingdom,position held,monarch of New Zealand,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"12 Sep 2022: keep King Charles as their monarch.In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand,",62b2510090c080a481c2c8ef,
Charles III of the United Kingdom,position held,monarch of Canada,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada,",62b2510090c080a481c2c8ef,
James Cleverly,position held,Minister of State for Middle East and North Africa,2020-02-13T00:00:00Z,2022-02-08T00:00:00Z,https://libyaherald.com/2021/06/all-foreign-forces-and-mercenaries-must-be-withdrawn-from-libya-without-any-delay-james-cleverly-british-minister-of-state-for-the-middle-east-and-north-africa/,07/2021,All foreign forces and mercenaries must be withdrawn from Libya without any delay: James Cleverly British Minister of State for the Middle East and North Africa,6579d5a22e0a15c71dd52086,
Julie Collins,position held,"Minister for Homelessness, Social and Community Housing",2022-05-23T00:00:00Z,,https://www.theguardian.com/australia-news/2022/aug/08/federal-minister-urges-australians-to-help-tackle-homelessness-in-their-back-yard,08/2022,"The housing and homelessness minister, Julie Collins, will make the comments in a speech to the Australian Housing and Urban Research Institute on Monday, in which she also accuses the Coalition of a “decade of inaction” on homelessness.",660d6c3198623a2c0b18c748,
Jacinta Allan,position held,Deputy Premier of Victoria,2022-06-27T00:00:00Z,2023-09-27T00:00:00Z,https://www.bendigoadvertiser.com.au/story/7797037/a-heartbeat-from-power-bendigos-deputy-premiers-through-the-ages/,07/2022,JACINTA ALLAN has officially become the third Bendigo-based deputy premier of Victoria in 100 years after being sworn in for the coveted role.,65d687224b44a4dcf4d06863,
Tim Ayres,position held,Assistant Minister for Trade,2022-05-23T00:00:00Z,,https://www.smh.com.au/politics/federal/the-power-behind-the-pm-who-are-labor-s-powerbrokers-in-government-20220624-p5awc2.html,07/2022,"Assistant Minister for trade and manufacturing Tim Ayres – who
make important calls behind the scenes, and who are close to the
leader.",6579d5a22e0a15c71dd52086,
Tim Ayres,position held,Assistant Minister for Manufacturing,2022-05-23T00:00:00Z,,https://www.smh.com.au/national/australia-news-live-labor-to-govern-in-its-own-right-peter-dutton-sussan-ley-lay-out-vision-for-renewed-liberal-party-20220530-p5app4.html,06/2022,"Tim Ayres - assistant minister for trade, assistant minister for manufacturing",660d6c3198623a2c0b18c748,
Don Farrell,position held,Special Minister of State,2022-05-23T00:00:00Z,,https://www.theguardian.com/australia-news/2022/jul/10/labor-aims-to-legislate-spending-caps-and-truth-in-advertising-says-don-farrell,07/2022,The special minister of state,5c0e8c65a2f251000137e916,
Mark Dreyfus,position held,Cabinet Secretary,2022-05-23T00:00:00Z,,https://www.thenewdaily.com.au/news/politics/australian-politics/2022/06/01/cabinet-ministers-labor-list,06/2022,Mark Alfred Dreyfus KC (born 3 October 1956) is an Australian politician and lawyer who has been attorney-general of Australia and cabinet secretary since June 2022,5c0e8c65a2f251000137e916,
Michelle Donelan,position held,"Secretary of State for Culture, Media and Sport",2022-09-06T00:00:00Z,2023-02-07T00:00:00Z,https://www.rollingstone.co.uk/politics/news/michelle-donelan-named-uk-new-culture-secretary-22410/,09/2022,"New Prime Minister Liz Truss has named Michelle Donelan as the UK Secretary of State for Digital, Culture, Media and Sport (DCMS)",5c0e8c65a2f251000137e916,
Madeleine King,position held,Minister for Resources and Water,2022-05-23T00:00:00Z,,https://www.australianmining.com.au/madeleine-king-new-resources-minister/,06/2022,"The Association of Mining and Exploration Companies has welcomed Prime Minister Anthony Albanese’s new Cabinet, which includes Western Australian Madeleine King as Minister for Resources and for Northern Australia.",55b2d3f2fdf99b525bc839aa,
Gita Gopinath,position held,chief economist International Monetary Fund,2018-10-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.pbs.org/newshour/economy/making-sense/gita-gopinath-appointed-chief-economist-of-international-monetary-fund,10/2018,"Gita Gopinath appointed chief economist of International Monetary Fund


“Gita is one of the world’s outstanding economists, with impeccable academic credentials, a proven track record of intellectual leadership, and extensive international experience,” IMF Managing Director Christine Lagarde said in a statement.",5d55d0f1ceb0bc00154b2e3a,
Gordon M. Johnson,position held,Member of the New Jersey General Assembly,2020-01-14T00:00:00Z,2022-01-11T00:00:00Z,https://www.politico.com/states/new-jersey/story/2021/03/18/political-activist-goes-public-with-allegation-of-inappropriate-sexual-comments-from-gordon-johnson-1368930,2021-03-18,Dierdre Paul accused Democratic Assembly member Gordon Johnson,5d55d0f1ceb0bc00154b2e3a,
Matt Wiebe,position held,Minister of Justice and Attorney General,2023-10-18T00:00:00Z,,https://www.winnipegfreepress.com/breakingnews/2023/10/18/manitoba-court-delays-a-priority-for-new-justice-minister,11/2023,"Matt Wiebe takes the oath of office from Lt.-Gov. Anita Neville, becoming minister of justice and attorney general,",5d55d0f1ceb0bc00154b2e3a,
Forrest Dunbar,position held,member of the State Senate of Alaska,2023-01-17T00:00:00Z,,https://www.adn.com/politics/alaska-legislature/2023/01/20/the-full-list-of-2023-alaska-house-and-senate-committee-assignments/,02/2023,"Senate Resources Committee

Co-Chair: Sen. Click Bishop, R-Fairbanks

Co-Chair: Sen. Cathy Giessel, R-Anchorage

Vice Chair: Sen. Bill Wielechowski, D-Anchorage

Sen. Scott Kawasaki, D-Fairbanks

Sen. James Kaufman, R-Anchorage

Sen. Forrest Dunbar, D-Anchorage",63cef382de9c155b386c7a35,
Jim Chalmers,position held,Treasurer of Australia,2022-05-23T00:00:00Z,,https://www.crikey.com.au/2022/07/26/anthony-albanese-jim-chalmers-thesis/,08/2022,"If Anthony Albanese wants a long and memorable run as prime minister, he could do worse than read the doctoral dissertation of his Treasurer, Dr Jim Chalmers.",5ba33d995196c600014853b6,
Jim Chalmers,position held,Minister for Home Affairs,2022-05-23T00:00:00Z,2022-06-01T00:00:00Z,https://www.sbs.com.au/news/article/jim-chalmers-says-substantial-progress-has-been-made-on-returning-murugappan-family-to-biloela/axqqr38m3,06/2022,"Jim Chalmers says 'substantial progress' has been made on returning Murugappan family to Biloela
Progress on a case to enable members of a Tamil family to remain in Australia has been made since Labor was elected, the interim home affairs minister says.",5ba33d995196c600014853b6,
Matt Wiebe,position held,Minister for Manitoba Public Insurance Corporation Act,2023-10-18T00:00:00Z,,https://winnipegsun.com/news/provincial/ndp-replaces-most-of-mpi-board-in-first-act-of-business,11/2023,"“Manitobans count on Manitoba Public Insurance. They count on the services that they provide, and we need to get people back to work. That’s the bottom line,” said Wiebe, who is also the minister responsible for the corporation.",5ba33d995196c600014853b6,
Robert Jenrick,position held,Minister of State for Health,2022-09-07T00:00:00Z,2022-10-25T00:00:00Z,https://www.bbc.com/news/uk-politics-62824923,09/2022,"Mr Jenrick, who was sacked from the cabinet last year by then-PM Boris Johnson, returns to the frontbenches as a health minister.",5ba33d995196c600014853b6,
Robert Jenrick,position held,Minister of State for Immigration,2022-10-25T00:00:00Z,2023-12-06T00:00:00Z,https://www.dailymail.co.uk/news/article-11394031/Robert-Jenrick-vows-deport-offenders-sparked-riot-migrant-removal-centre-near-Heathrow.html,11/2022,Minister for Immigration Robert Jenrick promised the 'perpetrators of this disturbance will be held to account',5ba33d995196c600014853b6,
Charles III of the United Kingdom,position held,monarch of Antigua and Barbuda,2022-09-08T00:00:00Z,,https://www.npr.org/2022/09/11/1122270133/antigua-and-barbuda-may-try-to-remove-king-charles-iii-as-its-head-of-state,09/2022,Antigua and Barbuda may try to remove King Charles III as its head of state,5ba33d995196c600014853b6,
Helen Whately,position held,Exchequer Secretary to the Treasury,2021-09-16T00:00:00Z,2022-07-07T00:00:00Z,https://www.carehome.co.uk/news/article.cfm/id/1656523/New-care-minister-gillian-keegan,10/2021,"New care minister Gillian Keegan replaces Helen Whately to take on 'significant challenges'
Last Updated: 17 Sep 2021 @ 08:18 AM
Prime Minister Boris Johnson has appointed former Skills minister Gillian Keegan as the country’s new care minister as part of his cabinet reshuffle to replace Helen Whately who will take up a Treasury post.",5ba33d995196c600014853b6,
Helen Whately,position held,Minister of State for Social Care,2022-10-26T00:00:00Z,,https://www.carehome.co.uk/news/article.cfm/id/1678725/Rishi-sunak-helen-whately-care-minister,11/2022,Prime Minister Rishi Sunak has appointed Helen Whately as the country’s care minister – a job she previously held at the height of the Covid pandemic.,5b9d57e5737d030001ad2cbf,
Eric Garcetti,position held,Mayor of the City of Los Angeles,2013-07-01T00:00:00Z,2022-12-12T00:00:00Z,https://www.dailynews.com/social-affairs/20130902/how-will-las-top-officials-be-celebrating-the-jewish-new-year/,09/2013,"A spokesman for Mayor Eric Garcetti, the first elected Jewish mayor of Los Angeles, said the city’s new leader plans to spend the holiday “reflecting on the past year and making plans to improve over the next year.” Nevertheless, “he will be working.”",5b9d57e5737d030001ad2cbf,
Charles III of the United Kingdom,position held,monarch of Saint Lucia,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"Of those 56 countries, 14 are part of the commonwealth realm; those countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",5b9d57e5737d030001ad2cbf,
Charles III of the United Kingdom,position held,monarch of Tuvalu,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"Of those 56 countries, 14 are part of the commonwealth realm; those countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",5b9d57e5737d030001ad2cbf,
Charles III of the United Kingdom,position held,monarch of the Solomon Islands,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"Of those 56 countries, 14 are part of the commonwealth realm; those countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",652d8a4cd08c6435db58fd9b,
Ben Carroll,position held,Minister for Education,2023-10-02T00:00:00Z,,https://www.theage.com.au/politics/victoria/jacinta-allan-names-her-new-cabinet-including-her-big-build-replacement-20231002-p5e90p.html,10/2023,"Ben Carroll: Deputy Premier; Minister for Education; Minister for
Medical Research",652d8a4cd08c6435db58fd9b,
Charles III of the United Kingdom,position held,monarch of Grenada,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"those countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",652d8a4cd08c6435db58fd9b,
Lynne M. Tracy,position held,United States Ambassador to Armenia,2019-03-01T00:00:00Z,2022-12-20T00:00:00Z,https://am.usembassy.gov/democracy-is-precious/,02/2021,"“DEMOCRACY IS PRECIOUS” BY AMBASSADOR LYNNE M. TRACY, U.S. AMBASSADOR TO ARMENIA",6332274d72eff2df47171a78,
Ranil Jayawardena,position held,"Secretary of State for Environment, Food and Rural Affairs",2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,https://www.theguardian.com/politics/2022/sep/07/liz-truss-cabinet-who-are-other-key-players-top-team,09/2022,"Ranil Jayawardena – environment, food and rural affairs

View image in fullscreen Ranil Jayawardena

Moving to the cabinet from his former role as a trade minister, Tory MPs say Jayawardena will focus on reducing opposition within Whitehall to contentious trade deals that could threaten food and environmental standards.",6332274d72eff2df47171a78,
Jo Churchill,position held,Parliamentary Under-Secretary of State for Agri-Innovation and Climate Adaptation,2021-09-17T00:00:00Z,2022-07-06T00:00:00Z,https://lordslibrary.parliament.uk/changing-the-regulation-of-certain-genetically-modified-plants-motion-not-to-approve-new-laws/,03/2022,"The Minister for Agri-Innovation and Climate Adaptation, Jo Churchill, said that the regulations were a “cautious first step” in the Government’s new approach to gene editing, but that further changes would involve the use of “primary powers”.",6332274d72eff2df47171a78,
Jo Churchill,position held,Vice-Chamberlain of the Household,2022-09-08T00:00:00Z,2023-11-13T00:00:00Z,https://www.bbc.com/news/uk-politics-32816450,11/2023,"Traditionally, the government MP holding the position of vice-chamberlain of the household - currently Jo Churchill - is ""held hostage"" in Buckingham Palace while the King is in Parliament, to ensure the monarch's safe return.",6332274d72eff2df47171a78,
Alex Chalk,position held,Secretary of State for Justice,2023-04-21T00:00:00Z,,https://www.dailymail.co.uk/news/article-11999327/Alex-Chalk-replaces-Dominic-Raab-Justice-Secretary-Oliver-Dowden-deputy-PM.html,05/2023,Alex Chalk replaces Dominic Raab as Justice Secretary,Belinda,
Freddie O'Connell,position held,"Mayor of Nashville, Tennessee",2023-09-25T00:00:00Z,,https://fox17.com/news/local/tennessee-politics-government-metro-council-laws-freddie-oconnell-sworn-in-as-nashvilles-new-mayor-davidson-county-middle-tn-local-news,10/2023,Freddie O'Connell sworn in as Nashville's new mayor,Belinda,
Edward Argar,position held,Minister of State for Prisons and Probation,2023-11-13T00:00:00Z,,https://insidetime.org/newsround/new-prisons-minister-edward-argar-is-a-former-serco-lobbyist/,12/2023,"New Prisons Minister Edward Argar is a former Serco lobbyist
Inside Time Reports20th November 20231",59d37a45f7b7a00001198315,
Paul J. Bradley,position held,diocesan bishop Roman Catholic Diocese of Kalamazoo,2009-04-06T00:00:00Z,2023-05-23T00:00:00Z,https://www.mlive.com/living/kalamazoo/2011/07/kalamazoos_bishop_paul_j_bradl.html,08/2011,"installed as bishop on June 5, 2009, is celebrating not only the 40th anniversary of the diocese this year, but also the 40th anniversary of his ordination into the priesthood.",59d37a45f7b7a00001198315,
Paul J. Bradley,position held,apostolic administrator Roman Catholic Diocese of Steubenville,2023-09-28T00:00:00Z,,https://cruxnow.com/church-in-the-usa/2024/02/in-course-change-new-steubenville-leader-sees-no-need-for-merger/,02/2024,"Bradley, 78, is the retired bishop of Kalamazoo in Michigan. He was appointed the apostolic administrator of Steubenville last September as part of the Vatican review.",59d37a45f7b7a00001198315,
Rishi Sunak,position held,Chancellor of the Exchequer,2020-02-13T00:00:00Z,2022-07-05T00:00:00Z,https://www.theweek.in/news/world/2020/02/16/who-is-rishi-sunak-the-finance-minister-in-uk-most-indian-cabinet.html,02/2020,"""Great to speak to HM Treasury [UK Treasury Department] this morning about our shared mission  to unite and level up the country. Now down to work,"" said Sunak, just before attending his maiden cabinet meeting as Chancellor of the Exchequer.",628775652a4a95dff424b930,
Rishi Sunak,position held,Prime Minister of the United Kingdom,2022-10-25T00:00:00Z,,https://www.aljazeera.com/news/2022/10/25/uks-sunak-win-for-diversity-or-continuation-of-majoritarianism,11/2022,"At 42, Rishi Sunak, who is Hindu, is also the youngest prime minister in more than 200 years.",628775652a4a95dff424b930,
Lucy Frazer,position held,Minister of State for Housing and Planning,2022-10-26T00:00:00Z,2023-02-07T00:00:00Z,https://www.planningresource.co.uk/article/1805649/appointment-lucy-frazer-housing-minister-means-planning,12/2022,What the appointment of Lucy Frazer as housing minister means for planning,65c1512b51dc8b722a7fe306,
Nadhim Zahawi,position held,Minister for Intergovernmental Relations,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,https://news.sky.com/story/liz-truss-appoints-top-team-with-kwasi-kwarteng-as-chancellor-12691228,09/2022,"Mr Zahawi has also been appointed minister for intergovernmental relations - a role created for Michael Gove - which means he will be in regular conversation with Scotland's first minister, Nicola Sturgeon, and the first minister of Wales, Mark Drakeford.",65c1512b51dc8b722a7fe306,
Tina Kotek,position held,speaker Oregon House of Representatives,2013-01-14T00:00:00Z,2022-01-16T00:00:00Z,https://www.opb.org/article/2020/11/17/oregon-legislature-speaker-house-tina-kotek-janelle-bynum/,12/2020,"The speaker since 2013,",59d37a45f7b7a00001198315,
Rosemary S. Pooler,position held,Senior Judge of the United States Court of Appeals for the Second Circuit,2022-03-23T00:00:00Z,2023-08-10T00:00:00Z,https://www.syracuse.com/news/2023/08/senior-us-judge-rosemary-pooler-dies-at-85-longtime-judge-blazed-a-trail-for-women-on-court-benches.html,08/2023,she was appointed as a U.S. Circuit judge for the Court of Appeals for the Second Circuit.,5cb89d1f4609940017b22d09,
John McGuire,position held,member of the State Senate of Virginia,2024-01-01T00:00:00Z,,https://www.dailymail.co.uk/news/article-13115843/Freedom-Caucus-Chair-Bob-Good-primary-challenger-vowed-not-run.html,03/2024,Virginia state senator,5cb89d1f4609940017b22d09,
Grant Shapps,position held,Home Secretary,2022-10-19T00:00:00Z,2022-10-25T00:00:00Z,https://www.bbc.com/news/uk-politics-63393019,11/2022,Suella Braverman has returned to the role of home secretary,5cb89d1f4609940017b22d09,
Shelton Fabre,position held,diocesan bishop Roman Catholic Diocese of Houma-Thibodaux,2013-09-23T00:00:00Z,2022-02-08T00:00:00Z,http://thedialog.org/national-news/bishop-shelton-j-fabre-named-first-black-archbishop-of-louisville-by-pope-francis-on-feb-8/,02/2022,"Eight years later, he was appointed the bishop of Houma-Thibodaux.",628775652a4a95dff424b930,
Tom Pursglove,position held,Minister of State for Immigration,2022-09-07T00:00:00Z,2022-10-25T00:00:00Z,https://www.theboltonnews.co.uk/news/23016248.bolton-chris-green-steps-stop-asylum-seekers-housed-mercure-georgian-hotel/,10/2022,Now Bolton West MP Chris Green has spoken with the Minister of State for Migration,5cb89d1f4609940017b22d09,
